Sr	Status	CR16	CR17	CR18	CR20	CR21	CR22	CR23	CR24	CR25	CR26	CR31	CR34	CR36	CR42	CZR38	CR56	CZR49	CR63	CR64	CR65	CR66	CR68	CZR56	CR72	CR73	CR82	CR83
30459	Never	2	2	1	3	3	2	2	2	1	4	1	1	1	2	1	1	3	4	3	2	4	3	4	2	2	3	2
30460	Never	3	1	1	1	2	1	2	2	2	4	2	1	4	5	5	1	1	2	2	2	2	1	2	2	3	3	2
30461	Current	2	3	1	3	3	1	3	3	3	4	3	4	3	5	5	6	3	3	2	1	2	1	2	2	1	5	1
30462	Current	3	4	1	3	3	3	3	3	3	3	3	3	3	2	5	6	2	3	2	1	3	3	4	2	1	5	1
30463	Current	2	4	1	3	3	1	3	3	3	4	2	1	4	5	5	6	3	3	3	2	4	2	3	2	1	6	1
30464	Ever	1	2	1	1	3	1	2	2	3	4	3	3	4	1	4	6	2	3	2	2	2	1	3	2	1	6	1
30465	Never	3	1	1	3	2	2	3	2	2	4	2	1	2	1	5	1	1	1	3	2	2	2	1	2	1	6	1
30466	Never	4	1	1	3	3	3	2	2	2	4	2	1	4	5	1	1	1	2	2	2	4	3	3	2	1	6	1
30467	Current	2	4	1	3	3	1	2		2	4	3	1	4	5	5	6	2	4	3	2	4	2	4	2	1	5	2
30468	Never	1	1	1	3	2	3	2	2	2	4	2	2	4	1	3	1	1	3	3	2	3	3	3	2	1	5	2
30469	Never	1	1	2	3	2	1	2	2	2	4	1	1	1	1	1	1	1	2	3	2	3	3	3	2	1	5	2
30470	Never	1	2	1	1	1	1	2	1	1	4	2	1	4	1	2	1	2	4	3		3	3	4	2	3	6	2
30471	Current	2	4	1	3	3	1	2	2	3	4	2	2	4	5	5	6	1	3	3	2	3	2	3	2	3	6	2
30472	Never	1	3	2	3	3	1	1	2	1	4	2			3	2	1	3	3	3	2	3	3	1	2	3	5	2
30473	Ever	1	3	1	3	3	1	3	3	1	4	1	2	4	1	2	6	1	3	3	2	4	3	4		1	3	1
30474	Ever	4	1	2	3	3	3	3	3	3	4	2	1	4	1	1	6	2	3	3	2	4	3	4	2	2	3	1
30475	Never	1	2	1	3	3	1	2	2	3	4	1	1	4	1	1	1	2	3	3	2	4	2	3	2	3	3	1
30476	Never	1	2	2	3	3	1	3	3	1	4	2	2	4	1	1	1	2	2	2	2	3	3	2	1	3	3	1
30477	Ever	1	2	2	3	3	2	3	2	2	4	2	2	4	1	4	6	3	3	2	2	4	3	3	2	2	4	2
30478	Never	1	1	1	3	3	2	3	2	2	4	2	1	4	1	2	1	2	3	2	2	3	3	4	2	1	3	2
30479	Never	1	1	1	2	2	2	2	2	1	4	1	1	3	1	1	1	1	2	3	2	3	1	3	2	1	3	2
30480	Never	1	2	1	3	3	3	2	2	3	4	1	2	3	2	2	1	2	3	3	2	3	2	3	2	1	2	2
30481	Never	2	1	1	3	3	3	3	3	3	4	1	1	4	5	2	1	2	3	3	2	3	2	3	2	3	2	2
30482	Ever	1	3	1	3	3	3	3	3	2	4	2	1	4	1	1	6	2	4	3	2	3	2	3	2	3	5	2
30483	Ever	3	2	1	3	3	1	3	2	3	4	3	2	4	1	5	6	2	3	3	2	3	2	3	2	1	5	2
30484	Ever	1	2	2	3	3	3	2	2	3	4	1	2	4	1	5	6	1	3	2	2	3	2	3	2	1	5	2
30485	Ever	2	2	2	3	3	3	2	2	3	4	1	2	4	5	5	5	1	3	2	2	3	2	3	2	1	5	2
30486	Ever	4	3	2	1	3	1	3	3	3	4	2	3	4	2	2	6	1	3	2	2	3	2	3	2	1	4	2
30487	Current	2		2	3	3	3	3	3		1	2	1	1	1	2	3	1	2	2	2	3	3	3		3	5	2
30488	Current	1	3	1	3	3	1	1	2	3	4	2	3	4	1	3	6	1	3	2	2	3	2	3	2	1	5	2
30489	Never	3	1	1	1	1	1	3	2		4	2	2	4	2	2	1	2	3	3	2	3	3	4	2	1	5	2
30490	Never	1	1	1	1	2	1	2	2	2	4	1	1	4	2	3	1	3	1	3	2	3	1	1	2	1	5	2
30491	Never	1	1	1	3	3	3	3	2	3	4	2	2	4	1	1	1	2	4	3	2	4	3	4	2	1	5	2
30492	Never	1	1	2	1	2	3	2	2	2	4	1	2	3	1	3	1	3	4	3	2	3	3	4	2	1	5	2
30493	Never	1	1	2	3	3	1	2	2	3	4	1	1	4	1	1	1	3	4	3	2	4	3	4	2	2	5	2
30494	Never	1	1	2	3	3	3	2	2	1	4	1	1	4	1	2	1	3	3	3	1	3	2	3	2	2	5	2
30495	Never	1	2	2	3	3	1	3	3	2	4	2	2	4	1	4	1	2	3	3	2	3	2	3	2	3	5	2
30496	Never	3	1	1	3	3	3	2	2	2	4	2	1	4	1	3	1	2	3	3	2	4	2	4	2	1	4	2
30497	Never	1	2	1	3	3	1	2	2	3	4	2	2	4	1	3	1	3	3	3	2	3	2	3	2	1	5	2
30498	Ever	3	2	1	3	3	1	3	3	3	3	2	3	3	2	3	6	2	3	3	2	3	3	3	2	1	4	1
30499	Ever	3	2	1	3	2	2	3	2	1	4	2	1	3	1	4	6	3	4	2	2	3	1	4	2	2	4	1
30500	Ever	1	3	1	3	3	3	3	3	3	3	2	1	3	1	3	6	3	4	4	1	4	2	4	2	3	4	1
30501	Ever	1	1	1	3	3	2	3	3	3	4	1	1	4	1	3	3	3	1	3	2	3	2	1	2	1	4	1
30502	Never	1	1	1	3	1	3	2	2	1	4	2	2	3	1	2	1	1	3	2	2	4	1	4	1	1	4	1
30503	Never	2	1	1	3	3	1	2	2	1	4	1	2	4	5	2	1	2	3	3	2	3	2	3	2	3	3	1
30504	Never	1	1	1	3	2	2	2	2	1	4	1	1	4	1	2	1	2	3	3	2	3	3	3	2	1	4	1
30505	Never	1	1	1	3	3	2	3	2	1	4	2	2	4	1	1	1	2	3	1	2	3	3	2	2	1	4	1
30506	Never	4	1	2	3	3	1	2	2	2	4	1	1	4	1	1	1	2	1	4	2	1	3	1	2	1	5	1
30507	Never	1	3	2	3	3	3	2	2	1	4	1	2	3	1	4	1	2	3	2	2	4	2	2	2	1	4	1
30508	Current	3	4	1	3	3	3	3	3	3	4	3	1	3	1	4	3	3	3	3	2	4	3	4	2	3	5	1
30509	Current	2	4	1	3	3	3	3	3	3	3	3	2	4	5	5	6	1	3	2	1	3	3	2	1	3	6	1
30510	Ever	2	2	2	3	3	1	3	3	2	4	1	3	4	3	2	6	3	4	2	2	2	1	2	2	3	4	1
30511	Never	1	1	1	3	3	1	2	2	2	4	2	2	4	1	3	1	2	3	3	2	3	3	4	2	1	5	1
30512	Never	4	1	2	1	2	1	2	2	2	4	1	2	4	1	1	1	1	3	3	2	3	2	4	2	1	5	1
30513	Never	1	2	1	3	3	1	2	2	3	4	2	3	4	1	3	1	1	2	3	2	2	1	3	2	3	6	1
30514	Ever	3	3	2	3	3	3	1	1	2	4	2	2	4	1	2	6	3	4	3	2	3	2	4	2	1	2	2
30515	Current	1	4	1	3	3	1	1	2	2	4	2	3	3	1	4	5	2	3	2	1	3	2	3	2	1	4	2
30516	Never	1	1	1	2	2	1	2	2	3	4	1	2	4	1	1	1	2	3	2	1	3	3	3	2	1	3	2
30517	Never	1	1	1	3	2	2	2	2	2	4	1	1	4	1	3	1	2	4	3	2	4	3	4	2	2	3	2
30518	Never	1	2	1	3	3	1	2	2	1	4	2	2	4	1	1	1	2	3	2	2	3	3	3	2	1	3	2
30519	Never	1	1	1	1	2	1	2	2	3	4	2	1	4	1	2	1	2	3	3	2	4	3	4	2	2	2	2
30520	Never	1	1	1	3	3	1	2	2	1	4	1	2	4	1	3	1	2	3	2	2	3	2	3	2	1	3	2
30521	Never	1	2	1	2	2	1	2	2	3	4	1	1	4	1	2	1	3	3	3	2	3	3	4	2	3	3	2
30522	Never	1	2	2	2	2	1	2	2	1	4	1	1	4	1	1	1	3	1	3	2	3	3	1	2	2	3	2
30523	Never	3	2	1	1	2	1	2	1	1	4	2	2	4	1	1	1	2	3	2	1	3	3	3	2	1	3	2
30524	Never	4	1	1	2	2	1	2	2	3	4	1	3	3	5	4	1	2	2	2	2	4	2	3	2	3	3	2
30525	Never	4	1	2	2	2	1	2	2	1	4	1	1	4	1	2	1	2	3	3	2	3	2	3	2	2	3	2
30526	Ever	2	2	1	1	2	1	2	2	2	4	1	2	4	5	4	6	2	3	2	2	4	3	4	2	2	4	2
30527	Ever	1	2	1	3	3	3	2	2	2	3	2	2	3	2	5	3	3	3	2	2	4	2	3	2	1	4	2
30528	Ever	3	3	1	1	2	1	1	2	2	4	2	3	2	2	1	4	3	2	3	2	4	3	4	2	2	4	2
30529	Ever	3	2	2	1	1	3	2	2	2	4	1	2	4	5	4	6	2	3	3	2	4	2	3	2	2	3	2
30530	Ever	1	2	1	3	2	1	2	2	2	4	1	1	4	1	5	6	2	3	2	2	4	1	3	2	2	3	2
30531	Never	1	2	1	3	3	2	2	2	3	4	1	1	4	1	5	1	2	4	2	2	3	2	4	2	2	4	2
30532	Never	1	3	2	3	3	3	2	2	2	4	2	4	4	2	4	1	1	2	3	1	2	1	3	2	3	4	2
30533	Never	1	1	1	3	3	1	2	2	2	4	2	1	4	1	3	1	3	1	3	2	3	2	1	2	1	4	2
30534	Never	1	1	1	3	3	3	2	2	2	4	2	1	4	1	3	1	2	3	2	2	3	2	3	2	1	4	2
30535	Never	3	2	1	3	3	2	2	2	3	4	1	1	4	5	5	1	2	4	2	2	3	2	4	2	2	3	2
30536	Ever	1	2	1	3	3	3	3	2	3	4	3	2	4	1	4	3	2	4	3	1	4	3	4	1	1	3	1
30537	Never	1	1	1	3	3	3	3	3	3	4	1	2	4	1	2	1	2	3	3	2	3	2	3	2	3	1	1
30538	Never	1	2	1	2	2	3	3	2	3	4	1	2	3	1	2	1	2	3	3	2	3	3	3	2	1	3	1
30539	Never	1	1	1	3	3	3	3	3	1	4	1	1	3	1	2	1	2	3	3	2	4	2	3	2	3	2	1
30540	Never	1	2	1	3	2	1	3	2	3	4	1	3	3	1	2	1	1	2	3		2	3	4	2	2	3	1
30541	Never	1	2	1	1	1	2	2	2	3	4	1	2	3	1	4	1	2	3	2	1	3	1		2	3	3	1
30542	Never	1	2	2	1	1	1	2	2	3	4	1	2	4	1	1	1	2	4	3	2	4	2	4	2	3	2	1
30543	Never	1	1	1	3	3	1	2	2	2	4	1	2	4	1	3	1	1	3	3	2	3	3	4	2	1	3	1
30544	Never	1	1	1	3	3	1	3	3	2	3	2	2	3	1	2	1	1	3	3	2	3	2	4	2	1	3	1
30545	Never	1	1	1	3	3	2	2	2	1	4	2	1	4	1	2	1	2	3	2	2	4	2	4	2	1	3	1
30546	Never	1	1	1	3	3	2	2	2	2	4	1	2	4	1	1	1	3	4	3	2	3	2	3	2	2	2	1
30547	Never	1	1	1	3	3	3	3	3	3	3	1	2	3	1	1	1	3	3	3	2	3	2	3	2	3	3	1
30548	Never	3	1	1	1	2	1	2	2	3	4	1	1	4	1	1	1	1	3	4	2	4	1	3	2	3	3	1
30549	Never	3	1	2	3	3	1	3	2	1	4	2	2	3	4	4	1	2	3	3	2	3	2	3	2	1	3	1
30550	Never	4	1	1	3	2	1	3	2	2	4	2	3	3	3	1	1	2	4	3	1	3	3	3	2	2	4	1
30551	Current	3	3	1	3	3	1	2	3	3	4	2	2	4	5	5	6	3	4	4	1	4	2	4	2	1	5	1
30552	Current	1	4	1	1	1	3	1	1	3	4	3	3	4	1	5	6	1	3	3	2	3	2	3	2	2	4	1
30553	Current	2	1	1	3	3	3	3	3	3	3	2	2	4	5	2	3	2	3	2	1	3	3	2	2	1	6	1
30554	Never	4	1	1	1	1	1	2	3	2	4	1	1	4	2	4	1	2	3	3	2	3	3	4	2	1	4	1
30555	Never	4	1	1	3	1	2	2	2	2	4	1	1	4	2	2	1	3	4	3	2	3	3	3	2	1	4	1
30556	Current	3	4	1	3	3	1	3	3	1	4	3	3	4	1	5	6	3	3	2	2	3	2	3	2	2	4	2
30557	Ever	3	1	1	1	3	3	2	2	2	4	2	1	4	2	1	6	2	3	3	2	4	3	4	1	1	4	2
30558	Current	2	3	1	3	3	1	2	2	3	3	3	2	2	1	1	6	2	2	2	2	3	2	4	2	3	4	2
30559	Current	2	3	1	3	3	3	2	2	3	4	3	2	4	5	4	6	2	3	2	1	3	2	3	1	1	3	2
30560	Current	2	3	1	1	1	1	1	1	1	4	4	1	4	1	5	6	1	1	2	2	3	3	1	2	1	4	2
30561	Current	1	3	1	3	3	2	2	2	3	4	3	2	3	1	3	5	2	2	3	2	4	3	4	2	1	4	2
30562	Current	3	3	1	3	3	2	2	2	3	4	3	3	4	3	5	4	1	3	2	2		2	3	2	1	4	2
30563	Ever	4	1	2	3	3	3	3	2	3	4	2	3	4	4	4	6	2	3	2	2	3	2	3	2	1	4	1
30564	Ever	4	2	1	1	1	1	2	2	2	4	3	2	4	5	2	6	2	4	2	2	4	3	4	1	2	5	1
30565	Ever	1	3	1	1	1	3	1	1	2	4	2	1	4	1	2	6	1	1	2	1	3	2	3	2	1	4	1
30566	Never	1	1	2	3	3	1	2	2	2	4	3	1	4	1	1	1	1	2	2	1	2	1	2	2	3	4	1
30567	Never	1	1	1	2	2	2	2	2	3	4	1	1	4	1	5	1	1	1	2	2	2	1	2	2	2	4	1
30568	Never	1	2	2	2	2	1	2	2	2	4	2	2	2	1	1	1	2	3	2	2	4	3	1	2	1	4	1
30569	Never	1	1	2	2	1	1	2	2	1	4	2	1	4	1	3	1	1	4	4	2	4	2	4	2	1	4	1
30570	Never	1	1	2	1	1	3	2	2	1	4	2	1	3	1	3	1	1	3	2	2	4	3	3	2	3	4	1
30571	Never	3	1	1	1	1	1	1	1	1	4	2	1	3	1	2	1	2	3	3	2	3	2	3	2	2	6	1
30572	Ever	4	2	1	2	2	1	2	2	2	4	2	1	4	2	3	6	1	2	2	2	2	2	4	2	1	5	2
30573	Ever	3	2	1	3	3	3	2	2	2	4	2	3	1	1	2	3	1	4	3	2	3	2	3	2	1	4	2
30574	Current	3	4	1	3	3	3	3	3	2	4	3	2	4	2	4	6	3	3	3	2	4	3	4	2	1	4	2
30575	Current	2	3	1	3	3	3	3	3	2	4	3	3	4	5	5	3	3	3	2	2	4	2	4	2	1	3	2
30576	Current	1	2	2	1	2	3	2	2	2	4	2	1	3	1	2	6	1	3	2	2	3	1	3	2	3	4	2
30577	Current	3	4	1	3	3	1	3	2	2	4	3	2	4	1	4	6	2	3	2	2	2	2	3	2	3	4	2
30578	Current	1	2	1	3	3	2	3	3	1	4	3	2	4	1	1	2	2	3	2	2	4	3	3	2	1	4	2
30579	Never	3	1	2	3	3	1	3	3	2	4	2	1	3	5	1	1	1	3	2	2	3	2	3	2	1	4	2
30580	Ever	4	3	1	3	3	1	3	3	2	4	2	3	1	2	2	6	3	4	2	2	3	2	3	2	1	3	1
30581	Ever	1	1	1	3	3	1	3	3	3	4	2	1	4	1	5	6	2	4	2	2	3	2	3	2	2	3	1
30582	Ever	1	3	1	1	1	1	2	2	1	4	2	2	3	1	1	3	1	3	2	2	3	3	2	2	1	3	1
30583	Ever	2	3	1	3	3	1	3	3	2	4	1	1	1	5	3	2	1	3	2	2	2	1	3	2	3	4	1
30584	Ever	3	2	1	2	3	3	3	3	3	3	4	4	1	5	5	5	1	3	2	1	3	3	3	2	3	4	1
30585	Ever	1	1	2	1	1	1	2		1	4	2	2	4	1	1	2	1	3	2	2	3	1	3	2	3	3	1
30586	Ever	4	1	1	2	2	3	2	2	3	4	3	1	4	1	2	3	2	2	3	1	3	1	2	2	3	4	1
30587	Never	1	1	1	2	2	1	2	2	3	4	1	1	4	1	1	1	3	1	4	2	4	3	1	2	2	2	1
30588	Never	1	3	1	3	3	2	3	3	3	3	1	2	3	1	2	1	2	3	3	1	3	2	3	2	1	3	1
30589	Current	2	4	1	3	3	1	3	3	3	4	3	2	2	5	2	6	1	4	2	2	3	3	3	2	2	6	1
30590	Ever	1	2	1	3	3	1	3	2	3	4	2	2	4	1	4	6	2	2	3	2	3	3	4	2	1	6	1
30591	Current	2	3	1	1	2	1	3	3	3	3	3	2	2	5	5	4	2	3	2	2	2	2	3	2	1	5	1
30592	Current	1	3	1	3	3	2	3	3	3	3	3	2	2	1	5	4	1	3	2	2	4	2	2	2	3	6	1
30593	Never	3	1	1	1	1	2	1	2	1	4	1	1	4	5	2	1	2	1	2	2	3	2	1	2	1	5	1
30594	Never	1	1	1	1	3	3	2	2	1	4	1	1	4	1	2	1	2	3	2	2	1	3	3	2	1	5	1
30595	Ever	4	1	1	3	3	3	2	2	3	4	2	1	3	3	3	6	2	3	3	2	3	1	2	2	3	5	2
30596	Current	2	3	2	3	3	3	3	3	2	3	3	2	3	2	3			3	2	2	3	2	4	2	1	5	2
30597	Current	2	3	1	3	3	3	3	3	2	4	2	3	4	1	4	6	3	3	2	2	3	3	3	2	1	5	2
30598	Never	2	2	1	3	3	1	2	2	1	4	2	3	4	2	2	1	2	3	3	2	3	3	4	2	1	5	2
30599	Ever	1	4	1	2	3	1	2	1	3	4	2	3	4	1	3	6	3	3	3	2	3	3	3	2	1	2	2
30600	Ever	4	2	1	2	2	1	2	2	2	4	2	2	4	5	5	6	2	3	2	2	3	2	3	2	1	3	2
30601	Ever	1	4	1	1	1	2	2	2	3	4	3	3	3	1	3	6	2	4	2	2	3	2	2		3	3	2
30602	Ever	3	1	1	2	2	1	2	2	2	4	2	1	4	4	5	3	2	3	3	2	3	1	3	2	1	3	2
30603	Never	1	2	2	1	1		1	1	1	4	2	3	3	1	2	1	3	1	3	2	4	3	4	2	3	3	2
30604	Never	1	2	1	3	3	1	2	1	3	4	2	1	3	1	1	1	2	3	2	2	2	1	4	2	1	2	2
30605	Never	3	2	1	3	3	1	2	2	3	4	1	1	4	3	2	1	3	4	3	2	3	2	4	2	3	3	2
30606	Never		1	1	3	3	1	2	2	3	4	1	1	4	2	2	1	1	4	3	2	3	2	4	2	3	3	2
30607	Current	2	4	1	3	3	3	3	3	3	3	3	3	3	5	5	6	2	2	2	1	2	1	2	2	1	5	1
30608	Ever	1	1	1	2	2	2	2	2	2	4	1	3	4	1	2	5	3	3	3	2	3	2	3	2	3	5	1
30609	Current	4	4	1	3	3	1	2	2	2	4	3	4	1	5	5	6	3	4	2	1	3	3	4	2	1	5	1
30610	Never	1	1	1	3	3	3	2	2	3	4	1	1	3	1	4	1	1	3	3	2	3	3	3	2	1	5	1
30611	Never	1	1	1	3	3	3	2	2	3	4	1	3	4	1	1	1	3	4	2	2	4	1	3	2	3	5	1
30612	Never	1	1	2	3	2	3	2	2	3	4	4	1	3	1	1	1	3	4	3	2	1	3	4	2	2	7	1
30613	Never	3	1	1	3	3	1	2	2	3	4	1	1	4	2	1	1	3	3	3	2	4	3	4	2	1	5	1
30614	Ever	1	1	1	3	2	1	2	2	1	4	2	2	4	1	2	5	2	3	3	1	4	1	3	2	1	5	2
30615	Current	2	3	1	3	3	2	2	2	2	4	3	3	4	3	4	4	2	3	2	2	2	2	2	2	1	5	2
30616	Current	2	3	1	3	2	1	2	2	3	4	3	1	4	5	3	5	2	3	3	1	4	3	3	2	1	6	2
30617	Never	1	1	1	3	2	2	2	2	1	4	2	2	4	1	4	1	2	3	2	2	4	2	3	2	1	3	1
30618	Never	1	1	1	3	3	1	2	2		4	1	1	4	1	1	1	2	2	3	2	3	2	3	2	1	5	1
30619	Never	1	2	1	3	3	1	3	3	3	4	2	1	4	1	2	1	2	3	3	2	3	2	3	2	1	5	1
30620	Current	1	3	1	3	3	3	3	3	3	1	2	1	4	1	4	6	2	4	3	2	3	2	3	2	1	3	1
30621	Ever	1	2	1	3	3	2	1	1	1	4	2	1	4	1	5	6	2	4	3	2	4	2	4	2	2	5	1
30622	Current	2	4	2	1	3	1	3	2	2	4	3	2	4	5	5		1	2	2	1	1	1	2	2	3	5	1
30623	Never	1	1	1	2	2	2	3	1	2	4	2	1	4	1	1	1	2	3	3	2	4	2	4	2	3	4	1
30624	Never	1	1	2	1	1	3	2	2	2	4	2	1	4	1	5	1	3	3	2	2	3	2	2	2	1	4	1
30625	Never	1	1	1	1	3	3	2	2	1	4	3	1	4	1	1	1	3	4	2	2	4	2	4	2	1	4	1
30626	Never	1	1	1	2	2	2	2	2	2	4	2	1	4	1	1	1	1	2	2	2	2	1	2	2	1	4	1
30627	Never	1	1	1	3	3	3	3	3	3	4	1	1	2	1	1	1	2	3	3	2	4	3	3	2	2	5	1
30628	Never	1	2	2	3	3	1	2	2	2	4	2	2	4	1	1	1	2	3	3	2	3	2	3	2	3	4	1
30629	Ever	1	2	1	1	1	1	3	3	2	4	2	1	4	1	4	6	1	3	2	2	3	2	3	2	1	4	2
30630	Ever	2	2	2	3	3	2	3	3	3	3	3	2	3	2	3	3	1	2	2	2	3	2	3	2	3	4	2
30631	Current	2	3	2	1	1	1	3	3	1	4	3	2	4	5	5	6	2	1	3	2	4	3	1	2	1	5	2
30632	Current	2	4	1	1	1	1	3	2	3	4	2	2	4	2	5	5	2	3	2	2	4	2	2	2	1	4	2
30633	Never	3	1	1	3	3	1	2	2	3	4	2	1	4	3	3	1	2	2	3	1	3	2	3	2	1	4	2
30634	Never	1	1	2	1	1	3	3	3	3	4	2	1	2	1	1	1	1	2	2	2	2	2	4	2	1	4	2
30635	Never	3	1	1	3	3	1	2	2	1	4	2	1	4	1	1	1	2	3	3	2	3	2	1	2	1	4	2
30636	Current	3	3	2	3	3	1	2	2	2	4	4	1	4	2	3	6	2	3	2	1	3	2	3	2	3	5	2
30637	Never	1	2	2	3	3	1	2	2	1	3	2	2	3	1	3	1	2	4	3	2	4	3	3	2	3	4	2
30638	Never	2	1	2	3	3	3	2	2	2	4	1	1	4	5	1	1	3	1	2	2	2	3	1	2	3	4	2
30639	Current	2	3	1	3	3	1	3	3	3	4	2	2	4	5	5	4	3	4	2	2	2	3	4	2	1	5	1
30640	Current	3	3	1	3	3	3	3	3	3	4	3	3	3	2	5	6	2	4	2	1	2	2	2	2	1	5	1
30641	Current	3	4	2	3	3	1	3	3	3	4	3	3	4	5	5	6	2	3	2	2	4	2	3	2	1	5	1
30642	Never	1	1	2	1	2	1	2	2	2	4	1	1	4	1	2	1	2	3	2	2	3	3	4	2	1	5	1
30643	Never	1	1	1	3	3	1	2	2	2	4		1	3	1	2	1	2	3	3	2	4	2	1	1	3	5	1
30644	Never	3	1	1	3	3	3	3	3	2	4	2	1	4	1	3	1	1	3	3	2	4	3	4	2	1	5	1
30645	Ever	3	2	1	3	3	3	2	2	2	4	2	2	4	1	5	3	1	3	2	1	3	3	4	2	1	6	1
30646	Never	1	2	1	3	3	3	1	2	3	4	2	1	4	1	2	1	1	1	2	2	3	3	3	2	1	5	1
30647	Never	3	2	1	3	3	3	3	3	3	4	2	2	4	1	2	1	1	1	2	2	3	2	1	2	1	5	1
30648	Current	3	4	2	3	3	1	2	2	3	4	3	3	4	4	4	6	1	2	2	2	2	1	2	2	1	3	1
30649	Current	2		1	1	1	2	2	2	3	2	4	4	3	5	2	3	2	2	2	2	2	1	1	1	2	3	1
30650	Current	4	3	1	3	3	1	3	3	3	4	3	1	4	3	3	6	1	3	2	1	3		2	2	1	3	1
30651	Current	2	3	1	1	2	1	2	2	3	3	3	3	3	5	5	6	2	3	2	2	4	2	4	2	1	3	1
30652	Ever	1	3	1	1	2	2	1	2	1	4	2	3	3	1	5		2	4	4	2	3	1	4	2	2	2	1
30653	Never	4	1	1	1	1	2	2	2	3	4	2	1	4	3	3	1	2	4	2	2	3	2	3	2	1	3	1
30654	Never	3	1	1	3	2	2	2	2	2	4	2	2	4	1	2	1	3	2	2	2	4	3	4	2	3	2	1
30655	Current	1	2	1	2	2	2	1	2	3	4	3	1	4	1	3	4	2	3	3	2	3	2	3	2	1	5	2
30656	Ever	2	2	1	3	3	1	2	2	2	4	2	1	4	4	5	6	3	4	2	2	4	2	2	2	1	5	2
30657	Never	1	1	1	1	1	3	2	2	3	4	1	2	3	1	3	1	2	3	1	2	3	3	3	2	1	6	2
30658	Never	3	1	2	3	3	3	3	3	2	4	2	1	4	5	2	1	3	4	2	2	3	2	1	2	1	5	2
30659	Never	1	1	1	1	2	1	2	2	2	4	1	1	4	1	1	1	1	2	3	2	4	2	3	2	1	5	2
30660	Current	3	3	1	3	3	3	3	3	3	4	3	1	4	1	1	6	3	4	3	1	3	2	4	2	1	5	2
30661	Current	3	4	1	3	3	3	3	3	2	4	3	1	4	1	3	6	3	4	3	2	4	3	4	2	1	5	2
30662	Ever	4	2	2	1	1	1	2	2	3	4	2	1	3	3	3	6	2	2	2	2	3	2	3	2	1	5	2
30663	Never	1	1	1	3	2	2	2	2	2	4	1	1	4	1	2	1	3	4	2	2	1	3	2	1	1	5	2
30664	Never	3	1	1	3	1	2	2	2	3	4	1	1	4	1	2	1	3	3	3		4	3	4	2	1		2
30665	Never	1	1	2	2	3	2	2	2		4	1	4	1	1	1	1	1	3	2	2	2	2	3	2	3	4	2
30666	Never	1	1	2	3	2	2	2	2	2	4	3	2	4	1	3	1	2	1	2	2	4	3	1	2	3	3	2
30667	Never	1	1	1	3	2	2	2	2	2	4	2	1	4	1	3	1	2	3	3	2	4	2	3	2	3	4	2
30668	Never	1	1	1	1	3	1	2	2	3	4	2	1	3	1	3	1	2	1	3	2	3	3	1	2	1	3	2
30669	Never	1	1	2	1	1		1	2	2	4	1	2	4	1	5	1	2	4	2	2	2	1	2	1	2	4	2
30670	Never	1	2	1	3	3	3	3	2	2	3	1	2	4	1	3	1	2	3	2	2	3	2	3	2	1	3	2
30671	Ever	1	2		3	3	2	3	3	1	4	1	3	3	1	2	6	2	4	3	2	3	2	3	2	2	3	2
30672	Ever	2	2	1	3	3	1	3	3	3	4	2	2	4	2	5	6	2	3	2	2	3	3	3	2	3	3	2
30673	Ever	3	3	1	1	1	1	2	2	1	4	2	3	4	4	2	6	2	3	2	1	3	2	3	1	2	4	1
30674	Ever	1	2	2	3	3	1	3	3	3	4	2	1	4	1	1	6	2	4	3	2	3	2	4	2	1	4	1
30675	Current	3	3	1	1	2	2	2	2	3	4	2	2	4	3	2	3	3	2	2	2	4	2	2	1	2	4	1
30676	Never	1	2	1	3	3	1	2	2	2	4	2	2	3	2	3	1	2	3	3	2	2	2	3	2	1	4	1
30677	Never	1	2	1	3	3	1	2	2	2	4	2	1	4	1	2	1	2	4	2	1	4	1	3	2	1	5	1
30678	Never	3	1	1	1	3	3	1	2	2	4	2	1	4	1	2	1	2	3	2	2	2	2	3	2	2	5	1
30679	Never	2	1	2	3	3	1	2	2	3	4	2	1	1	5	3	1	2	2	3	2	3	2	4	2	1	4	1
30680	Ever	1	3	1	3	3	1	3	2	3	4	1	2	3	1	2	6	3	3	3	2	4	2	4	2	3	4	2
30681	Never	2	1	2	3	3	1	2	2	1	4	3	2	3	5	3	1	2	3	3	2	2	2	3	2	1	4	2
30682	Never	1	1	1	3	3	3	2	2	3	4	2	2	3	1	1	1	2	3	2	2	4	3	4	2	3	5	1
30683	Never		2	2	3	1	1	2	1	1	3	1	2	3	1	1	1	3	3	3	2	4	3	4	2	3	6	1
30684	Current	2	4	1	1	1	1	3	2	3	3	3	2	1	1	5	6	3	4	2	1	3	1	2	2	1	3	1
30685	Ever	2	2	2	1	2	3	2	2	2	4	3	3	4	4	3	6	2	3	2	1	2	1	2	1	2	3	1
30686	Current	2	3	1	3	3	1	2	2	2	1	2	3	4	5	3	6	3	3	3	2	3	3	3	2	2	4	1
30687	Current	2	4	1	3	3	3	3	3	3	4	3	2	4	5	2	5	3	3	2	2	4	3	3	2	1	4	1
30688	Ever	3	1	2	2	2	2	3	3	3	4	2	1	4	1	1	6	2	3	3	2	3	3	3	2	3	3	1
30689	Current	4	3	1	3	2	1	3	3	2	4	3	3	4	1	3	6	3	1	2	2	3		2	1	1	3	1
