Sr	Status	CR16	CR17	CR18	CR20	CR21	CR22	CR23	CR24	CR25	CR26	CR31	CR34	CR36	CR42	CZR38	CR56	CZR49	CR63	CR64	CR65	CR66	CR68	CZR56	CR72	CR73	CR82	CR83
30997	Current	2	4	1	3	2	1	3	3	3	3	3	3	4	5	5	6	2	4	3	1	4	3	4	2	1	4	1
31002	Current	3	1	1	3	3	3	3	3	2	4	4	1	4	1	5	6	1	1	2	2	2	1	1	2	1	5	1
31003	Current	3	4	1	3	3	1	3	3	2	4	2	2	3	5	2			3	3	2	3	2	3	2	3	5	1
31008	Current	2	4	2	3	3	3	3	3	3	4	3	2	3	5	2	6	3	3	3	2	4	3	4	2	1	5	2
31014	Current	2	3	2	1	3	3	3	3	3	3	4	3	1	5	1	6	3	4	3	2	3	3	4		2	5	1
31016	Current	4	4	2	3	1	1	3	2	2	4	2	2	3	5	4	6	3	4	2	2	4	2	4	2	3	3	1
31037	Current		4	1	3	3	1	1	1	3	1	4	4	1	5	5	6	3	4	2	2	2	3	4	1	2	5	1
31042	Current	1	4		3	3	3	3	3	3	3	2	2	3	1	4	6	2	3	3	1	3	2	3	2	3	5	2
31043	Current	2	4	1	3	3	3	3	3	3	4	3	2	4	5	5	5	2	3	3	2	3	2	3	2	1	5	2
31052	Current	2	3	1	3	3	1	3	3	3	4	2	1	4	1	5	6	2	3	3	2	3	3	3	2	1	5	1
31058	Current	2	3	1	3	3	3	1	2	3	4	4	3	3	5	5	3	3	3	2	2	3	1	2	1	3	4	2
31059	Current	4	4	1	3	3	3	3	3	3	3	2	3	3	2	2	3	2	3	3	2	4	1	3	2	1	4	2
31066	Current	4	4	1	1	1	1	3	2	3	3	4	3	3	5	5	6	2	3	2	2	3		1	2	3	5	1
31067	Current	2	3	1	1	1	1	1	2	2	4	3	4	3	5	5	4	1	4	3	1	2	1	4	2	1	5	1
31070	Current	3	3	1	3	3	1	3	3	2	4	3	3	3	5	5	6	3	2	2	2	2	1	4	1	1	4	1
31078	Current	1	4	1	3	3	3	3	3	1	4	4	1	4	1	3		3	2	2	1	2	1	3	2	2	1	2
31079	Current	3	3	1	3	3	3	2	2	2	4	3	2	4	1	4	4	1	3	2	2	3	2	3	2	1	5	2
31080	Current	4	3	1	3	3	3	2	2	3	4	3	2	4	5	4	6	2	3	2	2	3	2	3	2	1	6	2
31081	Current	4	4	1	3	3	3	3	3	2	4	3	1	4	5	5	6	3	4	4	2	3	1	4	2	1		2
31082	Current	3	4	1	3	3	1	3	3	3	4		2	3	4	5	6	3	4	2	2	4	2	4	2	2	5	2
31087	Current	2	3	1	1	1	1	1	2	2	3	2	2	3	5	5	4	2	4	2	2	3	1	2	2	1	5	1
31091	Current	2	3	1	3	3	3	3	3	2	3	4	1	2	5	4	6	2	4	2	2	4	2	4	2	3	4	2
31092	Current	2	4	2	3	3	1	1	2	2	4	4	1	1	5	5	6	2	1	3	2	3	2	1	2	2	2	2
31093	Current	3	3	1	3	3	3	3	2	3	4	3	2	3	1	5	6	1	3	3	2	3	2	3	2	1	4	2
31094	Current	1	3	1	3	1	2	3	2	2	4	3	1	3	1	1	6	1	3	2	1	2	3	4	2	1	4	2
31095	Current	2	3	1	3	3	1	2	2	3	4	3	2	4	5	5	6	2	2	3	1	3	1	4	2	1	4	2
31096	Current	3	3	2	3	3	3	3	3	2	4	4	2	4	1	5	6	3	3	3	2	4	1	1	2	1	4	2
31101	Current	2	3	1	3	3	3	3	3	2	4	2	1	4	1	4	2	1	3	2	2	3	3	3	2	1	3	1
31102	Current	2	4	1	3	3	1	3	3	2	4	4	4	3	5	5	6	2	3	2	2	4	2	4	2	1	5	1
31105	Current	3	4	1	3	2	1	2	2	3	4	2	1	4	1	4	2	2	4	2	2	3	3	3	2	2	5	1
31106	Current	2	4	1	3	3	1	2	2	3	4	3	1	4	5	3	6	2	3	2	1	2	3	3	2	3	5	1
31107	Current	4	3	1	3	2	1	3	2	3	4	3	1	4	5	5	2	2	4	2	1	4	2	2	2	1	5	1
31113	Current	4	4	1	1	3	1	1	1		4	3	3	4	3	5	6	1	2	3	2	4	2	2	2	1	3	2
31115	Current	3	4	1	1	1	1	3	2	3	4	4	2	4	4	5	6	3	4	4	2	2	2	4	2	2	5	2
31116	Current	2	4	1	3	2	1	2	2	1	4	3	3	4	5	5	6	1	3	3	1	2	2	3	2	1	5	2
31117	Current	2	4	1	1	1	1	3	2	3	4	4	2	3	5	1	6	3	3	2	2	4	3	3	2	1	5	2
31120	Current	2	4	1	3	3	3	3	3	1	4	3	2	4	3	5	6	3	2	2	2	3	3	4	2	3	5	1
31121	Current	2	4	1	3	3	1	3	3	3	1	3	2	3	3	4	4	2	3	2	1	2	1	2	1	1	6	1
31122	Current	2	4	1	1	1	2	2	2	2	4	4	1	4	1	5	4	3	2	3	2	2	1	4	2	1	5	1
31124	Current	2	4	2	1	1	2	2	2	3	4	4	3	3	5	5	6	2	4	2	1	4	2	4	1	1	4	1
31125	Current	1	4	1	3	3	3	2	2	3	4	2	1	4	1	1	6	3	4	2	2	2	1	4	2	1	4	1
31126	Current	4	4	2	3	3	1	1	2	3	4	3	2	4	5	5	6	3	3	2	1	3	1	3	1	1	4	1
31127	Current	1	3	2	3	3	3	2	2	3	4	2	1	4	1	1	3	2	3	3	2	4	1	3	2	2	4	1
31129	Current	2	4	1	1	1	2	2	2	2	3	4	3	4	5	5	4	1	3	2	2	3	2	4	2	1	4	2
31130	Current	3	3	1	3	3	2	2	3	2	3	3	1	4	5	5	4	2	3	2	2	3	2	3	2	1	5	2
31132	Current	4	4	1	3	3	3	3	3	2	4	3	1	1	5	5	6	1	2	2	1	2	1	2	2	2	6	1
31134	Current	3	4	1	3	3	3	3	3	2	4	4	2	4	3	5	2	1	3	2	2	4	2	3	2	1	6	2
31135	Current	1	1	1	2	1	1	2	2	2	4	4	3	4	5	4	5	2	2	2	1	2	2	2	1	1	6	2
31137	Current	2	4	1	3	2	2	2	2	2	4	2	2	3	5	5	4	2	3	2	2	3	2	2	2	3	4	1
31138	Current	2	4	1	2	2	2	2	2	3	4	4	3	4	5	5	3	1	3	2	2	2		2	2	1	4	1
31140	Current	4	4	1	2	2	1	3	1	3	4	3	2	4	5	5	6	3	4	3	2	4	3	4	2	1	4	1
31142	Current	2	4	1	3	3	2	2	2	2	4	3	3	3	5	1	6	3	4	2	2	2	3	3	2	3	4	2
31145	Current	2	3	1	3	1	1	3	1	2	4	3	2	3	5	3	6	3	4	2	1	3	3	2		2	5	1
31154	Current	3	4	1	3	3	3	2	2	1	4	3	1	4	1	5	5	2	3	2	2	3	2	3	2	3	5	2
31160	Current	1	3	1	3	3	3	2	2	2	1	2	2	3	2	3	4	2	4	2	1	3	2	3	1	3	5	1
31162	Current	3	3	1	1	3	3	1	1	1	2	1	1	4	5	3	2	1	3	2	2	4	2	3	2	1	5	1
31163	Current	2	3	1	1	1	1	2	3	1	4	2		4	5	2	3	1	3	2	2	4	3	3	2	1	5	1
31168	Current	1	4	1	3	3	3	3	3	2	4	3	3	4	1	2	3	3	4	3	2	3		1	2	1	5	2
31169	Current	1	4	2	1	1	1	2	2	2	4	3	2	3	1	5	6	3	3	3	2	3	3	3	1	3	5	2
31171	Current	2	4	1	3	3	3	3	3	2	4	3	2	4	5	5	3	3	4	2	1	3	3	1	2	1	5	2
31173	Current	1	3	1	3	3	2	3	3	2	4	2	3	3	1	4	3	2	4	3	1	3	3	2	1	1	5	2
31174	Current	1	4	1	1	1	1	3	3	2	4	3	1	3	1	3	4	1	2	2	2	3	3	3	1	1	5	2
31175	Current	1	4	2	1	1	1	3	3		3	4	4	3	1	5	6	3	4	3	2	4	2	4	2	3	5	2
31179	Current	1	4	1	3	3	1	2	2	2	4	2	4	4	2	5	6	2	3	3	2	3	2	4	2	1	3	1
31180	Current	2	4	1	3	3	1	3	3	3	3	3			5	5	4	3	1	3	1	3	3	4		1	4	1
31192	Current	1	3	2	3	2	3	1	3	2	3	2	2	3	1	4	6	1	3	2	2	3	2	2	2	1	3	2
31198	Current	1	3	2	1	2	1	2	3	3	4	3	1	1	1	2	6	3	4	1		1		4	2	1	3	1
31199	Current	1	3	1	1	1	1	3	3	3	3	2	3	2	1	3	3	1	3	3	1	2	2	2	1	1	3	1
31203	Current	4	4	1	1	1	3	3	2	3	3	3	2	3	5	5	6	2	3	2	1	4	2	3	2	1	3	2
31204	Current	3	3	1	1	3	1	3	3	1	3	3	3	3	3	4	3	2	3	2	1	4	2	4	2	1	4	2
31205	Current	2	4	1	3	3	1	3	3	2	4	3	3	2	5	5	3	2	3	3	1	3	2	4	2	1	4	2
31206	Current	4	4	1	1	1	1	2	3	3	4	2	2	4	4	3	6	2	3	3	2	3	2	3	2	1	5	2
31207	Current	1	3	1	1	3	1	3	3	2	3	3	2	2	1	3	3	3	4	3	2	3	3	3	2	1	4	2
31209	Current	3	4	1	3	2	1	2	2	3	3	2	3	2	5	4	4	2	3	4	1	4	3	3	2	1	5	1
31210	Current	2	4	1	3	3	1	2	2	3	4	2	1	4	5	5	6	2	3	3	2	3	1	2	1	1	5	1
31211	Current	2	4	1	3	3	3	2	1	3	4	2	1	4	5	5	4	3	3	3	2	4	3	4	2	3	5	1
31212	Current	2	4	1	3	3	3	3	3	3	4	2	2	3	5	3	6	3	3	2	1	2	2	4	1	2	5	1
31213	Current	1	3	2	3	3	3	3	3	3	4	2	2	3	1	3	6	3	4	2	2	3	2	3	2	2	5	1
31221	Current	1	4	1	2	2	3	2	2		3	2	2	4	1	5	6	2	4	3	2	3	2	3	2	1	5	2
31229	Current	1	3	1	1	3	3	3	1	1	3	2	3	1	1	5	6	3	3	2	1	3	1	2	2	1	4	1
31230	Current		1	1	1	1	1	1	1	1	1	1	3	4	2	5	3	2	2	3	2	2	1	2	1	1	4	1
31231	Current		4	2	1	2	1	1	2	3	1	2	4	1	1	5	6	3	4	2	1	3	1	2	2	2	3	1
31238	Current	3	3	1	3	2	1	1	2	2	4	3	3	4	2	5	6	1	2	2	1	2	3	3	2	1	6	1
31242	Current	4	3	2	3	3	3	3	2	2	4	3	1	4	3	5	6	2	4	3	2	4	3	4	2	1	4	2
31243	Current	2	4	1	3	3	3	3	3	3	4	3	2	2	5	3	6	2	4	2	1	4	3	4	2	3	5	2
31245	Current	1	3	1	3	3	3	3	3	3	4	3	2	3	1	5	3	3	4	3	1	3	2	2	2	1	6	2
31246	Current	4	3	1	3	3	3	3	3	3	4	3	3	4	3	5	4	1	2	2	2	2	1	4	2	1	5	2
31247	Current	2	4	1	2	2	2	2	2	3	4	3	2	3	5	5	6	2	3	3	2	1	2	1	2	1	5	2
31248	Current	1	4	1	3	3	3	3	3	3	4	3	4	4	5	5	3	1	2	2	1	2	2	3	2	1	4	1
31250	Current	3	4	1	3	3	1	2	2	1	3	3	4	3	2	5	6	2	3	2	1	2	1	3	1	1	5	1
31252	Current	2	3	2	3	3	3	3	3	3	4	4	1	4	1	5	6	3	4	3	2	3	3	3	2	2	4	2
31253	Current	1	4	1	3	3	3	2	2	3	3	3	2	3	1	4	3	3	4	3	2	3	2	3	2	3	5	2
31255	Current	1	3	1	3	3	1	3	2	2	3	3	1	3	1	5	6	2	4	3	1	4	2	3	2	3	5	2
31256	Current	3	4	1	1	3	1	3	2	2	4	3	2	4	5		6	3	4	2	2	3	2	4	1	1	4	2
31266	Current	4			3	3	1	1	2	2	4	3	3	4	5	5	6	3	4	2	1	2	1	4	1	1	6	1
31267	Current	2	4	1	1	3	3	3	3	3	3		1	4	5	5	6	2	4	2	1	2	2	3	1	3	7	1
31268	Current	1	4	1	3	3	3	3	3	3	2	3	1	1	1	5	6	3	3	2	1	2	2	3	2	1	4	1
31273	Current	4	3	1	1	1	1	2	1	2	4	3	3	3	2	1	3	2	3	2	2	2	2	3	2	1	4	1
31275	Current	2	3	1	2	2		1	2	2	4	3	2	4	5	5	6	2	3	3	2	3	2	3	2	1	3	2
31278	Current	3	3	2	3	3	1	3	3	3	3	2	2	3	3	2	6	3	1	1	2	2	3	1	2	1	3	2
31279	Current	2	3	1	3	1	3	2	1	2	4	4	4	3	5	5	4	2	2	2	2	3	2	2	1	1		1
31281	Current	1	1	1	1	1	2	2	2	1	1	3	2	3	1	3	4	1	3	3	2	3	1	2	2	2	4	1
31297	Current	1	4	1	1	1	1	1	3	2	4	2	2	4	3	3	6	2	3	3	2	3	2	3	2	1	5	1
31300	Current	2	3	2	3	3	1	2	2	2	1	3	3	1	5	5	6	3	4	2	1	2	1	2	1	2	4	1
31301	Current	3	4	1	1	1	1	3	2	2	1	2	1	4	5	3	6	1	2	2	2	2	1	2	2	1	5	1
31304	Current	2	4	1	3	3	3	3	1	3	3	4	3	3	5	4	6	2	4	2	2	3	1	4	2	1	5	1
31308	Current	1	4	1	3	3	2	3	3	2	4	3	2	3	1	5	6	1	2	3	2	3	2	2	2	1	4	2
31311	Current	1	3	1	3	3	1	2	2	3	4	2	2	4	1	3	6	2	3	3	2	4	3	4	2	1	3	2
31312	Current	1	4	1	3	3	1	3	2	2	4	3	2	4	1	5	6	3	3	3	2	3	2	1	1	1	5	2
31313	Current	1	3	1	3	3	3	3	3	2	4	3	1	4	1	5	6	2	4	3	2	3	3	3	2	1	4	2
31318	Current	3	3	1	2	2	2	1	1	3	4	3	2	1	3	3	4	2	2	3	1	2	1	2	2	3	4	1
31319	Current	2	3	1	1	1	1	2	2	2	4	2	4	3	5	5	4	3	1	3	2	4	2	1	2	1	3	1
31320	Current	2	4	1	3	2	1	3	2	1	4	3	1	4	5	5	6	2	2	3	1	4	2	2	1	1	3	1
31321	Current	3	4	1	3	3	1	3	2	3	4	3	2	4	1	5	6	3	3	2	2	2	3	3	2	1	4	1
31325	Current	4	3	1	3	3	3	2	2	2	4	3	1	4	5	5	6	3	4	2	1	3	2	3	2	2	5	1
31326	Current	2	4	1	3	1	3	3	3	3	3	3	2	3	2	3	6	2	3	2	2	4	3	4	2	2	5	1
31327	Current	1	4	1	3	1	3	2	2	3	4	2	2	4	1	1	4	3	4	3	2	4	3	3	2	3	5	1
31330	Current	1	4	1	1	3	3	3	3	3	4	3	1	4	1	5	4	2	3	3	1	3	2	3	2	2	5	2
31331	Current	2	3	1	3	2	3	2	2	3	4	4	2	4	1	5	6	3	3	3	2	4	2	3	2	1	5	2
31332	Current	2	4	2	1	1		1	3	3	4	3			1	5	6	3	3	3	2	3	3	3	2	3	5	2
31333	Current	1	3	2	3	2	3	2	2	2	4	4	2	4	1	5	3	2	4	2	2	3	2	3	2	1	5	2
31335	Current	3	3	1	3	3	3	2	2	2	4	3	1	4	5	5	5	1	3	3	2	3	1	3	2	1	5	2
31336	Current	3	3	1	3	3	3	2	2	2	4	3	1	4	5	5	5	2	3	3	2	3	1	2	2	1	6	2
31337	Current	3	3	1	3	1	1	3	3	2	4	3	2	4	4	3	5	2	3	2	1	2	1	3	2	1	3	1
31342	Current	3	2	1	3	3	1	2	2	2	4	2	2	4	1	4	3	1	3	2	1	3	1	3	2	3	4	2
31343	Current	1	3	1	3	3	3	3	3	2	4	3	2	3	1	4	5	3	3	3	2	3	1	3	2	3	3	2
31344	Current	2	4	1	3	3	1	3	3	2	4	3	2	1	2	5	5	3	2	2	1	3	3	3	2	3	3	2
31347	Current	1	4	1	3	3	1	3	3	3	4	4	4	3	1	5	6	2	3	3	1	3	2	2	2	2	5	1
31348	Current	1	4	1	1	1	1	3	1	2	4	3	1	4	2	5	6	2	4	2	1	3	2	3	2	1	5	1
31349	Current	2	4	1	1	1	1	2	2	2	4	4	4	4	2	4	6	1	2	2	1	2	1	2	2	1	5	1
31352	Current	2	3	1	3	3	1	3	3	3	4	3	1	4	5	5	3	2	3	3	2	3	2	3	2	3	4	2
31354	Current	2	3	1	1	3	1	2	2	2	4	3	1	4	5	5	6	2	1	2	2	1	2	3	1	1	4	2
31356	Current	1	2	1	3	3	1	2	2	2	4	2	3	4	1	2	3	2	3	3	2	3	1	3	2	3	4	2
31357	Current	4	4	2	3	3	1	1	2	2	4	3	2	1	5	2	3	3	3	3	2	2	3	3	1	3	6	2
31373	Current		4	1	1	1	1	1	1	1	1	4	4	1	5	5	6	3	4	1	1	2	1	2	1	2		1
31396	Current	2	4	1	3	3	2	2	2	2	4	3	1	3	5	5	6	3	4	3	1	3	3	4	2	3	5	2
31409	Current	2	3	1	3	3	1	2	2	2	4	3	4	4	3	5	3	3	4	4	1	3	2	3	2	1	3	1
31410	Current	4	4	2	1	2	1	1	1	1	1	4	4	3	5	2		3	2	1		4	3	4	1	1	3	1
31411	Current	4	3	1	2	2	3	2	2	3	4	3	2	4	5	3	3	2	1	2	1	4	1	4	2	1	4	1
31412	Current	4	4	1	3	3	1	2	2	3	4	2	4	2	3	5	3	3		2		4		3			4	1
31415	Current	2	3	1	3	3	3	3	3	2	4	3	3	3	5	3	4	2	2	2	2	2	2	2	2	1	4	2
31416	Current	2	4	1	3	3	1	3	3	3	3	2	2	2	5	5	3	2	2	3	2	3	1	2		1	3	2
31417	Current	2	4	1	3	3	3	3	3	2	4	3	1	3	3	5	3	3	3	2	2	3	3	4	1	1	4	2
31418	Current	1	3	1	1	1	1	3	3	2	1	2	4	1	1	5	5	2	3	2	1	2	2			2	4	1
31438	Current	2	3	1	3	3	3	3	3	2	4	2	2	4	5	5	6	3	3	3	2	2	3	4	2	2	3	2
31444	Current	3	4	1	3	2	2	2	2	2	4	3	2	3	1	2	4	3	3	3	2	4	3	3	1	3	4	1
31448	Current	2	4	1	3	3	3	3	2	2	4	3	2	4	5	2	6	2	3	2	2	3	2	3	2	3	5	2
31449	Current	4	4	1	1	3	2	2	2	2	4	3	2	4	2	5	4	1	3	2	2	3	2	4	2	1	2	2
31450	Current	3	3	1	3	3	1	2	2	3	4	2	2	3	2	4	5	2	3	3	2	4	2	3	2	1	4	2
31453	Current	2	3	1	1	1	1	1	1	2	1	3	2	4	5	5	4	1	3	2	2	4	1	3	2	3	3	1
31459	Current	3	4	1	3	2	2	3	2	3	3	2	2	4	2	2	5	2	3	2	2	3	3	3	2	1	4	2
31460	Current	1	3	1	3	3	3	3	3	3	4	3	1	4	1	1	6	2	4	4	2	3	3	4	2	2	3	2
31461	Current	3	3	1	1	1	2	1	1	3	3	4	2	4	4	3	4	1	3	3	2	3	2	3	2	1	3	2
31462	Current	2	2	1	3	3	2	3	3	2	4	2	1	4	2	3	3	2	3	3	2	4	2	3	2	3	4	2
31466	Current	2	4	2	3	3	3	2	2	2	4	2	1	4	3	2	5	3	3	3	2	3	3	4	2	1	3	2
31468	Current	3	3	1	3	3	2	3	2	1	4	3	2	4	1	5	6	1	4	3	2	3	3	3	2	3	6	1
31469	Current	3	3	1	3	1	3	1	3	2	2	1	3	2	5	5	4	3						2		2	1	1
31470	Current	4	3	1	3	1	1	3	3	2	4	3	2	4	3	4	6	3	3	3	1	2	1	2	2	3	5	1
31472	Current	2	4	1	3	3	3	1	3	2	4	4	1	1	1	2	6	2	4	2	1	2	3	4	2	1	5	2
31473	Current	3	4	2	3	3	3	3	2	3	4	3	1	4	5	2	6	3	4	3	2	3	3	4	2	2	5	2
31474	Current	2	4	1	3	3	1	1	2	2	4	3	3	3	5	5	3	3	3	3	2	3	3	3	2	2	4	1
31478	Current	3	3	1	3	3	1	3	3	3	4	3	3	2	3	2	5	2	3	2	1	2	2	2	1	1	4	1
31480	Current			1	1	3		1	1	2	4	3	3	3	3	5	2	2	3	3	2	3	2	3	2	1	4	2
31481	Current	2	2	1	1	3	3	1	1	2	4	3	1	4	5	5	6	2	1	2	1	2	3	1	2	1	4	2
31482	Current	3	3	2	3	3	2	3	3	2	3	3	3	3		4	6	2	4	3	1	3	3	3	2	3	4	2
31483	Current		3	1	3	3	1	1	2	2	4	3	3	4	1	4	6	2	3	2	1	3	2	3	2	1	4	2
31489	Current	2	3	2	3	3	2	1	2	2	4	3	4	4	2	5	4	1	4	2	2	4	3	4	1	1	5	1
31493	Current	2	4	1	1	1	1	1	2	2	1	3	3	1	5	1	6	2	2	2	2	2	1	3	2	1	4	2
31496	Current	2	3	1	3	3	1	2	3	2	4	3	3	3	5	3	6	1	2	2	1	3	2	3	2	1	3	1
31501	Current	2	3	1	1	2	2	2	2	2	4	4	4	1	5	4	3	2	2	2	2	4	1	2	2	1	4	2
31503	Current	1	3	1	1	1	1	1	1	2	4	3	1	4	1	2	6	2	3	2	2	3	1	3	2	3	2	2
31505	Current	3	4	1	3	3	1	2	3	2	4	3	2	4	1	2	6	2	3	3	1	3	2	3	2	1	5	1
31507	Current	2	4	1	3	3	1	3	3		4	4	4	4	3	5	6	3	4	3	1	4	3	3	2	2	5	1
31508	Current	4	3	2	3	3	3	3	3	3	3	2	2	3	5	2	6	2	3	2	2	4	3	4	2	1	5	1
31511	Current	2	4	1	3	3	3	3	3	3	4	4	2	4	5	5	6	2	3	3	1	2	1	2	1	1	5	1
31513	Current	2	3	1	3	3	1	3	3	2	4	3	2	4	5	2	6	3	3	2	2	3	2	3	2	2	5	1
31514	Current	3	4	1	3	3	3	2	2	2	4	4	2	3	5	5	3	1	4	4	1	3	2	3	2	2	4	2
31515	Current	2	4	1	3	3	1	2	2	1	4	4	2	3	5	5	6	2	3	3	2	3	2	3	2	1	5	2
31517	Current	1	4	2	1	1	2	3	3	3	4	3	1	4	2	5			2	3		1	3	2		3	5	2
31518	Current	3	4	2	3	3	3	3	2	2	4	3	2	4	2	2	6	3	3	3	2	3	2	3	2	3	5	2
31519	Current	3	3	1	3	3	3	1	2	2	4	3	2	4	1	4	5	3	3	3		2	1	2		3	3	1
31526	Current	4	4	1	3	3	1	3	3	2	4	3	2	4	5	5	6	3	3	3	2	3	3	3	1	1	4	2
31535	Current	1	3	1	1	1	2	1	2	3	4	3	1	4	1	2	3	3	2	3	2	3	2	2	2	1	4	1
31540	Current	2	4	1	3	3	1	3	2	2	4	3	2	3	3	4	5	3	2	2	2	2	3	3	2	1	3	2
31542	Current	1	4	1	3	3	1	3	3	2	4	3	3	3	1	3	6	2	3	3	2	3	2	3	2	1	4	2
31543	Current	1	3	1	3	3	3	2	2	3	4	3	2	3	1	3	6	3	3	3	2	3	2	3	2	1	4	2
31544	Current	3	4	2	1	1	2	2	2	2	4	3	4	3	1	5	6	3	4	2	2	2	3	3	2	3	5	2
31545	Current	1	4	1	1	3	1	3	3	2	4	4	2	4	1	5	6	3	4	2	2	3	3	3	2	1	4	1
31546	Current	4	4	2	1	3	1	3	3	2	4	4	3	4	1	5	6	3	4	2	2	3	3	3	2	1	3	1
31557	Current	1	3	1	1	1	1	3	3	3	4	2	2	4	5	4	5	2	4	2	1	2	1	3	2	2	5	1
31560	Current	1	4	2	3	3	1	2	2	3	3	3	3	3	1	5	6	2	3	3	1	3	2	3	2	3	5	2
31566	Current	2	4	1	3	3	1	3	3	3	4	3	3	4	3	5	3	3	4	3	2	3	3	4	2	1	2	1
31567	Current	2	4	1	3	3	1	3	3	3	4	3	1	3	1	5	6	3	3	2	2	2	2	3	2	2	5	1
31568	Current	4	4	2	3	3	1	3	3	2	4	3	3	3	4	5	6	3	4	2	1	2	1	2	2	2	6	1
31569	Current		3	1	3	3	3	3	3	2	3	3	3	3	1	5	6	3	3	2	2	3	3	3	2	3	5	1
31570	Current	1	3	1	3	3	3	3	3	2	3	3	3	3	1	5	6	2	3	3	1	3	3	3	2	3	5	1
31571	Current	2	4	2	3	3	1	3	3	3	4	3	3	4	5	4	6	3	4	2	1	2	1	2	2	2	6	1
31574	Current	1	4	1	1	1	1	1	1	2	1	4	1	4	5	5	3	1	1	2	1	2	1	2	1	1	6	2
31577	Current	4	4	1	3	3	1	3	3	2	4	3	2	4	5	4	3	2	3	3	2	3	2	3	2	1	5	2
31578	Current	1	4	1	3	3	1	2	2	3	3	3	3	4	1	3	6	2	4	3	2	4	3	4	2	1	5	2
31579	Current	2	4	1	3	3	1	2	2	2	4	3	2	4	2	3	5	2	2	2	2	3	2	3	2	1	5	2
31594	Current	3	4	1	3	3	3	2	2	3	4	4	2	4	5	5	6	3	4	2	2	2	2	2	2	2	3	1
31595	Current	3	3	1	3	3	1	3	3	3	4	2	2	4	3	5	6	2	3	3		3	3	3		1	4	1
31596	Current	4	3	1	3	3	3	3	3	3	4	3	3	4	3	5	6	2	3	3	2	3	1	3	2	3	4	1
31601	Current	2	4	1	3	3	3	3	3	2	3	3	2	4	2	5	4	3	4	3	2	3	2	3	2	2	4	2
31604	Current	2	4	1	3	3	3	3	3	2	3	3	2	4	2	5	5	3	4	3	1	3	3	3	2	1	4	2
31609	Current	3	4	1	3	3	1	3	3	3	4	3	4	4	1	3	6	3	4	3	2	3	3	4	2	1	6	1
31613	Current		4	1	3	3	1	3	2	3	3	4	3	2	1	5	6	1	3	3	1	3	2	3	2	1	6	1
31615	Current	1	4	1	1	1	1	1	1	2	1	4	1	4	5	5	3	1	1	2	1	2	1	2	1	1	6	2
31616	Current	3	3	1	3	3	1	3	3	2	4	3	1	4	1	5	6	1	3	2	2	3	1	2	2	1	4	2
31617	Current	2	4	2	3	3	1	3	3	2	4	3	1	4	5	3	6	1	3	3	1	3	2	3	2	1	5	2
31618	Current	3	3	1	3	3	1	3	3	2	4	3	3	3	1	4	6	1	4	3	2	3	3	4	2	1	2	2
31619	Current	1	3	2	3	3	3	2	2	2	3	3	2	3	1	2	6	3	3	3	2	4	3	4	2	1	5	2
31620	Current	4	4	1	3	3	3	2	2	2	3	3	2	3	3	2	4	2	3	2	1	3	1	3	2	1	6	2
31639	Current	2		1	3	3	3	3	3	3	3	3	1	1	5	3	6	3	3	2	1	3	1	2	1	1	7	1
31641	Current	3	4	1	3	3	3	3	2	2	4	3	3	4	1	5	6	3	3	2	2	3	3	3	2	2	4	2
31642	Current	2	3	1	1	1	1	3	3	3	3	3	1	2	3	5	6	1	3	2	2	2	1	3	2	1	4	2
31643	Current	2	4	1	3	3	1	1	2	2	4	2	3	3	3	5	3	2	2	2	2	4	2	2	2	3	4	2
31646	Current	2	4	1	3	3	2	3	2	3	4	3	2	4	5	3	6	3	1	3	1	4	3	1	2	1	4	2
31647	Current	1	4	1	3	3	3	3	3	3	4	3	1	4	1	5	6	1	3	2	2	3	1	3	2	1	4	2
31650	Current	2	4	2	1	1	1	1	1	2	1	4	4	1	5	5	6	3	4	2	1	2	1	2	1	2	5	1
31651	Current	2	4	2	1	1	1	1	1	2	1	4	4	1	5	5	6	3	4	2	1	2	1	2	1	2	5	1
31652	Current	1	4	2	1	1	1	1	2	2	1	4	4	1	5	5	6	3	4	2	1	2	1	1	1	2	5	1
31654	Current	2	4	2	1	1	1	1	1	2	1	4	1	1	5		6	1	2	2	1	2	3	3	1	1	1	2
31655	Current	3	3	1	3	3	1	2	2	2	4	2	2	4	1	4	6	1	3	2	2	2	3	3	2	1	5	2
31656	Current	2	4	1	2	2	1	2	2	2	4	3	1	3	5	5	6	2	4	1	2	3	2	2	2	1	5	2
31660	Current	1	4	2	3	3	1	2	2	2	4	3	3	2	2	1	4	2	1	3	2	3	2	2	2	1	2	2
31673	Current	2	4	1	3	3	1	3	3	3	4	3	1	4	3	1	6	1	2	3	2	3	3	4	2	3	5	2
31676	Current	2	4	1	3	3	1	3	3	3	4	4	1	4	4	3	4	3	4	3	1	3	3	3	1	1	2	1
31681	Current	4	4	1	1	1	1	1	1	2	4	4	3	4	1	4	6	1	3	2	2	2	3	3	1	1	4	2
31685	Current	3	3	2	1	1	1	1	1	2	4	3	1	4	3	2	6	3	3	3	2	2	2	4	2	1	4	2
31687	Current	4	4	1	1	3	1	2	2	3	3	3	3	1	5	5	6	1	2	3	1	2	1	2	2	1	3	1
31695	Current	2	3	1	1	1	1	1	1	3	3	3	3	3	5	4	6	3	2	2	2	4	3	3	2	1	3	2
