Sr	Status	CR16	CR17	CR18	CR20	CR21	CR22	CR23	CR24	CR25	CR26	CR31	CR34	CR36	CR42	CZR38	CR56	CZR49	CR63	CR64	CR65	CR66	CR68	CZR56	CR72	CR73	CR82	CR83
31696	Current	1	3	2	1	1	1	2	2	1	2	3	2	4	5	5	6	1	2	2	2	2	3	3	2	1	2	2
31699	Current	2	4	1	1	1	1	3	3	3	4	3	2	4	5	5	6	2	3	2	1	4	3	4	2	1	5	1
31702	Current	3	4	1	3	3	3	3	3	3	4	3	1	4	2	5	5	2	1	3	2	4	2	2	2	1	4	2
31703	Current	1	2	2	3	3	3	2	2	3	4	3	1	4	2	2	6	1	3	3	2	4	2	4	2	3	5	2
31708	Current	2	4	1	3	3	3	3	3	3	4	3	2	4	5	5	6	1	3	2	1	3	2	4	2	1	5	1
31709	Current	4	4	1	3	3	3	2	2	3	4	4	3	4	1	2	4	2	3	3	2	4	3	4	2	3	5	1
31710	Current	3	4	2	3	3	3	2	3	2	4	3	2	4	2	2	3	3	2	2	2	3	2	3	2	1	5	1
31714	Current	3	3	2	3	3	3	3	3	3	4	3	2	4	2	2	3	2	3	2	1	2	2	3		1	5	2
31715	Current	1	3	1	3	3	3	3	3	3	4	3	2	3	1	2	6	1	2	3	2	4	3	2	2	1	5	2
31717	Current	1	4	2	3	3	3	3	3	2	3	2	2	4	1	2	6	1	2	3	2	3	2	3	1	1	5	2
31720	Current	1	3	1	3	3	1	2	2	2	4	2	2	3	2	5	6	1	2	2	2	2	1	3	2	1	4	1
31721	Current	4	3	1	3	3	3	3	3	3	3	3	1	2	5	5	6	3	3	2	2	2	3	3	2	2	5	1
31722	Current	2	3	1	3	3	1	2	2	2	4	3	1	4	2	2	6	2	3	2	2	3	1	3	2	1	5	1
31726	Current	1	4	1	1	1	2	3	3	3	4	4	1	3	1	5	6	2	3	3	2	3	3	3	2	1	4	2
31727	Current	1	3	1	1	1	2	2	2	3	4	3	2	4	1	5	5	1	2	2	2	4	2	2	2	1	5	2
31728	Current	2	4	1	3	3	2	3	3	3	4	3	1	3	3	5	6	2	3	3	2	3	1	4	2	1	4	2
31729	Current	2	4	1	3		3	3	3	3	4	4	1	4	2	3	6	3	4	2	2	2	1	2	2	1	5	2
31731	Current	1	4	1	3	3	1	2	2	2	4	4	2	4	1	2	6	3	2	1	1	2		2	2	2	5	1
31732	Current	4	3	1	1	1	3	3	3	3	4	3	1	4	2	1	6	1	3	2	2	2	2	3	2	3	4	1
31733	Current	3	3	1	3	2	3	2	2	3	4	3	2	4	3	5	6	1	3	2	2	3	3	3	2	1	4	1
31734	Current	2	3	1	2	1	1	2	1	2	3	3	3	4	1	2	6	3	4	2	2	4	3	4	2	1	4	1
31735	Current	3	4	2	3	3	1	2	2	2	4	3	2	4	3	5	4	2	4	4	1	3	2	4	1	1	4	1
31736	Current	1	4	1	1	1	1	3	2	2	3	3	1	3	1	5	4	1	2	3	2	3	1	3	2	1	3	2
31737	Current	1	4	2	1	1	2	1	2	2	3	3	3	4	2	3	6	1	2	2	2	3	1	3	2	1	4	2
31739	Current	1	3	2	3	3	3	3	3	2	4	3	3	2	1	5	2	2	3	3	2	3	2	3	2	3	4	2
31743	Current	3	3	2	1	3	3	2	2	3	3	2	2	1	2	3	6	2	4	3	2	3	3	4	2	1	4	2
31744	Current	1	3	2	3	3	1	3	3	2	3	3	2	3	1	5	4	1	2	3	1	3	1	3	2	1	4	2
31752	Current	3	3	2	3	3	1	3	3	2	4	3	2	3	2	2	6	2	3	2	2	2	1	4	2	1	3	2
31760	Current	4	3	1	3	3	1	3	3	2	4	3	2	4	2	2	6	2	4	3	1	3	2	3	2	1	3	2
31762	Current	2	3	1	3	3	1	3	2	2	2	3	2	3	5	5	3	1	3	3	1	3	2	3	2	1	3	2
31770	Current	1	4	1	3	3	1	3	3	3		3	1	4	1	5	6	2	4	3	1	3	1	2	2	1	5	2
31771	Current	1	4	1	3	3	2	2	2	3	4	3	1	4	1	5		3	3	2	2	3	2	3	2	1	5	2
31772	Current	2	4	1	3	3	1	2	2	2	4	4	1	4	5	5	6	3	3	2	2	2	3	4	2	1	5	2
31776	Current	4	3	1	3	3	3	3	3	3	1	2	1	4	1	5	3	3	4	4	2	4	3	3	2	1	5	1
31777	Current	4	4	1	3	3	3	3	3	2	4	3	2	4	5	5	3	2	3	2	2	3	3	3	2	1	5	1
31780	Current	1		1	1	3	1	3	3	2	4	3	1	4	1	5	6	3	4	3	1	1	3	1	2	1	5	2
31782	Current	1	4	1	1	3	1	3	2	3	4	3	2	4	1	5	5	2	3	2	1	3	2	3	2	1	4	2
31783	Current	3	3	2	3	2	3	2	2	2	4	2	3	3	1	2	6	2	3	3	2	4	3	3	2	1	5	2
31784	Current	3	4	2	3	3	1	2	2	2	4	4	3	3	1	5	6	2	3	3	2	4	3	3	2	1	5	2
31785	Current	3	4	1	1	1	1	3	2	2	4	4	3	3	5	3	6	2	4	2	2	4	2	1	2	1	5	2
31787	Current	2	4	2	3	3	1	1	2	3	3	3	1	3	5	4	4	2	3	3	2	2	3	3	1	3	5	2
31793	Current	2	1	1	1	3	1	2	1	2	4	3	1	4	2	1	6	2	3	3	2	3	2	2	1	2	5	2
31803	Current	2	4	1	3	3	3	3	3	2	4	3	3	4	5	1	4	1	2	2	2	4	3	4	2	1	5	1
31804	Current	4	3	2	3	3	3	2	2	2	4	2	3	4	5	4			1	2	2	3	3	3	2	1	4	2
31818	Current	2	4	1	3	3	1	3	3	2	4	4	1	1	5	5	6	3	1	2	2	1	1	1	1	1	2	2
31819	Current	2	1	1	3	3	2	2	2	2	4	3	1	3	5	5	4	1	2	3	2	3	3	3	1	1	3	2
31825	Current	2	4	1	3	3	1	3	3	2	4	4	1	1	5	5	6	3	1	2	2	1	1	1	1	1	2	1
31827	Current	4	2	1	1	2	1	2	1	2	3	3	3	2	5	5	6	2	3	3	2	2	1	3	2	2	4	1
31834	Current	2	3	2	1	2	1	1	2	3	4	3	1	4	4	5	6	3	4	3	2	4	3	2	1	3	5	2
31841	Current	3	3		1	1	1	2	2	3	4	3	3	4	1	4	6	1	2	2	2	3	2	2		1	4	1
31842	Current	2	4	1	1	1	1	2	2	2	3	3	3	4	5	5	6	2	4	4		3	1	1	1	1	1	1
31846	Current	4	4	1	1	1	1	2	2	2	4	3	3	4	1	5	6	2	4	2	1	3	3	2	2	1	4	2
31847	Current	4	4	1	3	3	1	3	2	3	3	3	2	3	4	5	6	3	4	2	1	3	2	3	2	1	4	2
31849	Current	3	3	1	3	3	1	3	3	3	4	3	3	4	1	3	6	2	3	3	1	3	2	3	2	1	4	2
31852	Current	3	3	1	1	1	3	3	3	3	4	3	1	3	3	3	6	2	3	3	1	3	2	3	1	1	4	2
31861	Current	4	4		1	1	2	2	3	1	1	3	4	2	2	2	3	3	4	3	2	4	3	3	2	3	5	1
31863	Current	2	3	1	3	3	1	3	2	3	3	3	3	3	5	5	6	2	3	2	2	2	1	3	1	1	5	1
31866	Current	2	4	1	1	1	1	1	2	3	4	4	1	3	1	3	4	2	3	3	2	4	2	3	2	2	4	2
31867	Current	3	4	1	3	3	1	3	3	2	4	3	1	2	5	5	3	2	4	3	2	4	3	3	2	3	6	2
31868	Current	3	4	2	3	3	1	3	3	2	4	3	2	4	2	4	3	2	3	2	2	4	3	3	2	1	4	2
31869	Current	3	4	1	3	3	1	3	3	2	3	3	2	2	1	5	6	2	3	3	2	2	1	2	2	1	5	2
31870	Current	1	4	1	1	2	1	3	3	2	3	3	4	4	1	5	4	2	3	3	2	2	2	2	2	1	5	1
31874	Current	2	4	1	1	2	2	2	2	2	4	4	1	4	5	5	3	1	3	2	2	2	1	2	2	1	5	2
31875	Current	2	3	1	3	3	2	2	2	2	4	3	2	3	5	5	4	1	2	2	2	2	1	2	2	1	6	2
31878	Current	2	3	1	3	3	3	3	3	3	3	3	2	3	5	4	3	2	3	2	1	3	1	3	2	1	5	2
31879	Current	1	3	1	3	3	1	3	3	3	4	3	1	4	1	4	5	3	3	3	2	3	3	4	2	1	5	1
31880	Current	4	3	2	3	3	1	2	2	1	4	4	1	4	5	5	3	1	4	3	1	2	3	4	1	1	5	1
31885	Current	3	4	1	1	1	1	2	2	1	4	2	4	4	1	5	4	3	4	2	2	4	3	3	2	2	5	2
31887	Current	1	3	1	1	1	3	3	1	2	4	4	1	4	1	5	3	1	2	3	2	3	3	4		1	3	1
31888	Current	3	3	1	1	1	3	3	1	2	4	4	1	4	1	5	3	1	3	2	1	4	2	4	2	3	3	1
31893	Current		2	2	1	3	1	2	2	1	4	2	1	2	2	5		2	3	2	2	2	2	1	2	1	2	2
31894	Current	1	3	1	3	3	1	3	3	2	4	3	3	4	2	5	6	2	2	2	1	3	2			1	4	2
31898	Current	2	3	1	3	3	1	3	3	3	3	3	1	2	2	3	6	3	3	2	2	4	3	4	2	2	3	1
31900	Current	4	4	2	1	3	1	1	2	3	4	3	3	4	5	5	5	3	4	2	2	3	2	2	2	3	5	2
31901	Current	1	3	2	1	1	1	2	3	3	3	2	2	4	1	4	3	2	3	3	2	4	2	4	2	3	4	2
31902	Current	2	4	1	1	1	1	1	1	2	1	3	4	1	5	5	6	1	2	2	1	3	2	2	1	1	4	2
31904	Current	2	2	1	2	2	2	1	1	2	4	3	2	2	5	4	3	3	4	3	2	3	3	4	2	3	4	2
31911	Current	2	4	1	2	1	3	1	1	2	4	1	1	4	5	1	6	3	4	4	2	2	3	3	2	1	4	2
31921	Current	2	3	1	3	3	1	3	3	2	4	3	1	4	5	3	3	3	4	2	2	3	2	4	2	3	5	2
31931	Current	1	4	2	1	1	1	2	2	2	4	2	2	4	1	4	6	2	1	3	1	3	2	1	2	3	4	1
31932	Current	1	3	2	1	1	3	3	3	3	3	2	2	2	1	4	6	3	4	3	2	2	3	1	2	1	4	1
31941	Current	2	4	1	3	3	3	3	3	1	3	3	2	2	5	1	6	1	4	2	2	4	3	4	2	1	3	2
31953	Current	3	1	1	3	3	3	3	3	2	4	4	2	4	5	5	2	2	4	2	2	3	1	3	1	2	1	1
31955	Current	2	4	1	3	3	1	3	2	3	3	4	3	3	5	3	3	1	2	3	2	1	1	2	1	1	1	2
31956	Current	3	3	1	3	3	1	2	2	3	1	4	3	3	2	5	6	1	2	3	2	2	2	2	2	3	4	2
31957	Current	2	3	1	3	3	1	3	2	3	4	4	3	3	5	5	5	1	4	2	2	4	1	1	2	1	4	2
31958	Current	4	4	2	3	3		3	2	3	4	4	2	4	5	1	6	3	3	2	2	4	2	3	2	3	4	2
31959	Current	3	4	2	1	2	1	2	2	3	4	4	1	3	5	5	6	1	3	3	2	2	1	2	2	1	4	2
31961	Current	2	3	1	1	3	3	3	3	2	4	3	3	2	5	5	4	3	3	2	2	3	1	3	2	3	3	2
31962	Current	3	3	2	3	2	1	2	2	3	4	3	2	4	1	5	6	1	3	2	2	3	2	1	2	1	4	2
31979	Current	2	4	1	3	3	1	2	2	2	4	2	3	4	4	2	4	3	4	2	2	4	3	4	2	3	5	1
31981	Current	1	4	1	3	3	3	2	3	2	4	3	1	1	1	4	6	2	4	2	1	2	2	3	1	1	6	1
31982	Current	4	3	1	1	1	3	2	2	2	4	3	3	4	2	3	3	1	4	2	2	3	2	4	2	1	5	1
31984	Current		4	1	3	3	3	2	2	3	4	3	3	4	1	3	3	2	3	2	2	2	2	3	2	2	5	1
31986	Current	2	3	2	3	3	1	3	3	2	4	3	2	3	5	3	6	3	4	2	2	3	3	3	2	2	6	2
31987	Current	2	3	1	3	3	3	2	2	2	3	3	2	3	3	2	6	2	3	2	2	3	2	3	2	1	4	2
31989	Current	4	3	1	3	3	3	3	2	3	4	3	1	4	1	1	3	3	3	3	1	4	2	3	2	1	5	2
31993	Current	3	4	2	2	2	3	3	1	2	3	3	2	4	1	3	6	3	4	2	1	4		2	2	1	4	1
31996	Current	2	4	1	3	3	3	3	2	2	1	3	2	4	1	3	6	1	1	3	1	2	1	3	2	1	3	1
32001	Current	1	3	1	2	1	1	2	2	1	3	3	2	4	1	3	4	2	3	3	1	4	1	4	2	1	4	1
32007	Current	1	3	1	3	3	3	2	2	2	4	2	3	4	1	2	4	2	3	3	2	4	2	3	2	1	4	2
32008	Current	3	4	1	3	3	1	1	3	2	4	3	3	3	2	1	4	2	3	3	2	4	3	3	2	1	4	2
32010	Current	2	4	1	3	3	1	3	3	2	4	3	2	4	3	4	6	2	2	3	2	4	3	3	2	1	4	2
32011	Current	4	3	1	3	3	2	3	3	2	4	2	1	3	5	2	3	2	1	3	2	3	3	1	2	3	3	2
32013	Current	2	3	2	3	3	3	2	2	2	4	3	3	4	5	4	5	2	3	2	2	3	3	4	2	1	3	2
32014	Current	1	4	1	3	3	3	3	3	2	4	2	4	4	1	3	6	1	4	3	1	2	2	2	1	1	6	1
32017	Current	2	4	2	3	3	1	1	2	3	4	3	3	4	5	1	6	3	4	4	2	4	2	3	2	1	6	2
32018	Current	2	4	1	3	3	3	2	2	3	1	2	1	4	3	4	6	1	2	3	2	4	2	4	2	1	5	2
32019	Current	2	3	2	3	3	1	3	3	2	3	3	3	1	5	5	6	2	4	3	2	4	2	4	2	1	5	2
32025	Current	4	4	1	3	3	1	2	2	3	4	4	3	3	4	5	4	2	3	2	2	2	2	3	1	1	6	1
32026	Current	2	3	1	3	3	3	3	3	2	4	2	1	4	3	4	6	1	2	3	2	4	1	1	2	1	6	1
32028	Current	2	3	1	1	1	3	1	1	3	4	3	2	3	5	5	4	2	2	3	1	4	3	2		2	5	2
32029	Current	1	3	1	1	2	1	1	2	2	4	3	4	4	4	5	3	2	1	2	2	4	2	4	2	3	5	2
32032	Current	3	4	1	1	1	3	3	3	3	3	2	3	3	1	2	6	3	3	3	2	3	3	4	2	1	3	1
32035	Current	2	3	1	1	1	1	2	1	3	3	2	2	3	2	5		1	2	2	1	2	2	3	1	1	1	1
32039	Current	4	2	1	1	3	1	3	3	2	4	2	1	4	5	3	4	2	2	2	2	3	3	2	2	1	3	1
32041	Current	2	3	1	1	1	1	2	2	1	4	2	3	2	5	2	4	2	3	2	2	2	3	3	2	1	3	2
32059	Current	1	3	1	3	3	1	3	2	3	4	2	3	3	2	5	3	2	3	3	1	4	3	2	2	3	5	1
32069	Current	4	3	1	3	3	1	2	2	3	4	3	1	4	3	1	6	2	3	2	2	3	2	3	2	3	6	2
32070	Current	1	3	1	1	1	1	3	3	2	4	3	3	4	1	2	6	1	4	2	2	3	2	3	2	1	5	2
32077	Current	2	3	1	2	2	2	2	2	2	4	2	3	4	5	4	6	1	3	2	2	3	3	3	2	3	3	1
32085	Current	3	3	1	3	3	2	2	2	2	4	3	2	3	2	2	6	3	4	2	1	4	2	3	2	1	3	2
32086	Current	2	3	1	3	3	1	2	2	2	4	3	1	4	5	5	4	2	4	3	1	4	2	3	2	2	3	2
32087	Current	1	3	1	3	3	2	2	2	2	4	2	1	3	1	4	4	1	2	2	2	4	2	3	2	3	3	2
32094	Current	3	3	1	3	3	3	2	2	3	4	3	3	3	5	5	4	3	4	2	2	2	3	3	2	1	4	1
32095	Current	2	4	2	3	3	3	3	2		3	3	2	3	5	3	3	3	3	3	1	3	2	3	2	1	5	1
32097	Current	1	4	1	2	2	1	2	2	1	4	3	1	4	1	4	4	3	4	3	2	4	3	4	2	1	5	1
32098	Current	2	3	1	3	3	1	2	2	3	3	3	2	4	5	3	6	2	3	3	1	2	2	3		1	5	1
32101	Current	4	4	1	3	3	1	2	2	3	4	3	4	4	2	4	6	1	3	2	2	3	1	2	2	1	5	1
32102	Current	1	3	1	2	2	1	2	2	2	4	3	2	4	1	2	3	2	3	3	2	3	3	3		1	5	1
32114	Current	2	3	1	3	3	1	3	3	2	4	3	1	4	3		5	2	3	3	2	4	3	4	1	1	4	1
32123	Current	4	2	1	3	3	2	2	2	2	4	3	1	1	2	4	4	1	4	3		3	1	3	1	1	4	2
32129	Current	1	4	1	1	1	1	3	2	3	4	3	2	4	2	2	6	3	3	3	2	4	2	4	2	1	5	2
32130	Current	4	4	1	1	1	1	1	2	2	4	3	2	1	2	5	6	3	3	2	2	4	3	1	2	1	5	2
32134	Current	4	3	1	3	2	1	2	2	2	4	3	1	4	1	2	6	1	1	3	2	3	1	3	2	1	4	1
32135	Current	4	4	1	3	3	3	2	2	3	4	3	2	4	5	1	6	3	3	3	2	2	3	4	2	2	4	1
32139	Current	1	4	1	1	1	1	3	3	3	3	3	3	4	2	5	6	2	2	2	1	2	2	3	1	3	3	2
32140	Current	2	4	1	1	1	1	1	3	2	4	4	1	4	5	5	6	3	4	3	1	2	3	4	2	1	4	2
32141	Current	2	4	1	1	1	3	3	3	3	3	4	3	1	5	3	6	3	4	3	2	4	2	3	1	3	4	2
32147	Current	1	3	2	3	3	3	3	3	3	4	2	3	4	1	5	3	1	3	3	2	3	2	3	2	1	6	1
32148	Current	2	4	1	3	3	3	3	3	2	3	4	2	3	5	3	6	2	1	2	2	2	2	3	2	3	5	1
32151	Current	2	3	1	3	3	1	2	2	2	4	3	2	4	2	2	5	1	3	2	2	3	1	3	2	1	5	2
32153	Current	4	4	2	3	3	1	3	3	2	4	3	2	3	2	5	6	3	4	2	2	4	3	4	2	1	5	2
32154	Current	2	4	1	3	3	1	2	2	2	4	3	3	3	5	5	5	2	4	2	2	3	2	3	2	1	5	2
32156	Current	3	4	1	3	2	1	2	2	1	4	3	1	4	3	5	6	2	3	2	1	1	3	3	2	1	3	1
32157	Current	3	3	1	3	3	3	3	3	2	4	3	1	4	2	1	6	3	3	2	2	2	1	4	2	2	4	1
32158	Current	2	3	1	1	1	1	1	1	3	4	3	4	4	5	4	6	3	4	2	1	2	1	4	1	2	4	1
32165	Current	2	4	1	3	3	1	2	2	3	4	3	2	4	5	4	6	2	3	2	2	4	1	3	1	3	5	2
32174	Current	2	1	1	1	2	2	1	2	3	4	3	3	4	3	4	4	2	2	3	2	4	1	2	2	2	6	2
32179	Current	1	3	1	3	3	3	3	2	3	4	2	3	4	5	3	3	2	2	2	2	3	2	2	2	1	4	1
32180	Current	1	1	2	1	3	2	1	2	2	3	2	3	3	1	2	6	1	3	2	2	4	3	3	2	1	4	1
32183	Current	2	4	2	3	3	1	3	3	3	3	3	2	3	1	5	6	3	3	2	1	2	3	3	2	1	4	2
32217	Current	1	4	1	3	3	1	2	2	3	2	3	2	3	3	4	6	2	3	2	2	4	2	3	2	1	4	1
32218	Current	1	4	2	3	2	3	3	3	3	3	3	1	3	1	2	2	1	1	2	2	1	3	3	2	1	1	1
32219	Current	2	3	1	1	3	1	3	2	3	4	2	3	4	5	5	5	3	4	3	2	4	3	4	2	1	4	2
32220	Current	1	4	1	3	3	1	2	2	3	4	3	1	4	1	4	6	2	3	3	2	4	3	4	2	1	3	2
32226	Current	2	4	1	3	3	3	3	3	2	4	3	1	2	5	5	4	3	3	3	1	2	2	3	2	1	5	1
32227	Current	1	3	1	3	2	3	3	3	2	4	3	4	4	1	4	6	3	3	3	1	4	3	4	2	3	4	1
32228	Current	1	4	1	3	3	1	2	2	3	4	3	2	1	1	3	5	3	3	3	2	4	3	4	2	1	5	1
32229	Current	1	4	1	2	2	1	3	3	3	3	3	1	4	1	4	6	3	2	2	2	3	1	3	2	1	5	1
32231	Current	1	4	2	3	3	1	3	3	1	4	3	1	3	2	5	6	2	4	3	1	4	3	3	2	1	5	2
32233	Current	4	3	1	1	2	1	1	2	2	3	3	2	2	5	2	6	2	1	3	2	4	3	1	2	2	5	2
32234	Current	2	3	1	1	2	1	2	2	3	4	3	2	2	1	2	3	3	4	2	2	3	2	2	2	1	5	2
32235	Current	2	3	2	3	3	1	3	3	1	4	2	2	3	5	5			3	3	1	2	1	2	1	1	4	2
32240	Current	3	3	1	2	1	1	2	1	1	4	2	1	4	1	2	4	2	2	3	2	3	1	2	2	1	4	1
32250	Current	1	3	1	3	3	3	3	3	3	4	2	2	4	1	4	3	3	3	3	2	2	2	2	2	1	5	1
32254	Current	2	4	2	1	1	1	1	1	3	1	3	4	4	5	4	6	1	2	2	1	2	2	1	1	1	4	1
32256	Current	1	4	1	1	1	3	2	2	3	4	2	1	3	1	3	6	1	4	3	1	2	1	2	1	2	4	1
32260	Current	1	4	1	3	3	3	2	2	3	4	2	2	3	1	1	4	2	2	3	1	2	3	3	2	1	4	1
32264	Current	2	3	2	3	3	3	3	3	3	4	2	3	4	2	5	6	1	3	2	2	2	1	3	1	3	4	1
32265	Current	4	4	2	3	2	2	2	2	2	4	3	4	4	5	5	6	1	3	2	2	3	1	3	2	2	4	1
32266	Current	3	4	1	1	2	1	1	1	2	1	4	2	1	5	5	6	3	2	2	1	2	1	2	1	2	5	1
32267	Current	3	4	1	3	3	3	3	3	3	3	3	2	3	2	5	3	3	4	3	1	3	2	3	2	1	3	1
32271	Current	2	3	1	1	1	1	1	1	1	3	4	2	3	3	2	6	1	3	2	1	2	3	3	2	1	5	2
32274	Current	1	3	1	3	3	3	3	2	3	4	3	2	4	1	5	4	2	3	2	1	2	2	3	2	1	6	1
32276	Current	2	4	1	3	3	3	3	3	2	3	3	2	3	5	5	6	1	3	2	1	3	2	3	2	1	5	1
32277	Current		4	1	3	3	1	3	3	2	4	3	3	4	1	4	4	2	3	3	2	2	3	3	2	1	5	1
32282	Current	2	3	2	3	1	1	2	2	2	4	3	3	3	5	4	3	2	2	3	1	3	3	1	1	1	5	2
32283	Current	1	3	1	3	3	1	2	2	2	4	3	2	3	1	5	6	2	3	2	2	4	2	3	2	1	4	2
32284	Current	1	3	1	3	3	3	3	2	3	4	2	2	3	1	2	4	2	3	2	2	4	3	3	2	1	5	2
32285	Current	3	3	1	3	3	2	3	2	3	3	3	3	3	1	5	6	2	3	3	2	3	3	2	1	3	6	2
32286	Current	2	3	1	3	3	2	3	2	2	4	3	2	3	5	5	3	2	1	3	2	4	2	1	2	2	5	2
32292	Current	4	2	2	1	1	2	3	3	3	4	2	1	4	5	2	3	2	4	2	2	4	3	4	2	1	3	2
32300	Current	1	4	1	3	3	1	2	2	1	4	3	1	4	2	5	6	2	3	3	1	3	2	3	2	1	3	2
32301	Current	4	3	1	3	3	3	2	2	2	4	3	2	4	2	5	4	3	3	3	2	3	3	3	2	1	5	2
32302	Current	1	3	1	3	3	3	2	2	3	4	3	3	4	1	3	6	2	3	3	2	3	3	4	2	3	5	2
32306	Current	1	3	1	3	3	3	3	3	2	3	3	2	2	1	1	4	1	3	2	2	4	2	3	2	1	5	1
32307	Current	4	4	1	1	1	1	1	1	2	4	3	3	4	1	4	6	1	3	2	2	3	3	3	2	1	6	1
32308	Current	2	4		3	3	3	3	3	2	4	3	2	2	1	1	4	1	3	2	2	4	2	3	2	1	5	1
32310	Current	1	4	1	3	3	3	2	2	2	4	4	2	4	1	5	6	2	3	3	2	3	2	2	2	1	5	2
32311	Current	3	3	2	3	3	3	3	2		4	3	1	4	3	2	3	2	4	3	2	2	1	2	2	3	3	2
32313	Current	1	3	1	3	3	1	2	2	2	4	3	2	4	1	3	4	2	3	2	2	4	3	4	2	3	5	2
32314	Current	1	4	2	3	3	1	3	2	2	4	4	1	4	1	4	6	1	3	3	2	4	2	4	2	1	5	2
32315	Current	2	4	1	3	3	3	3	3	2	4	4	2	3	2	5	3	2	4	3	2	3	3	2	2	2	5	2
32322	Current	3	4	1	1	1	1	2	1	2	4	1	1	4	2	2	4	3	2	3	2	3	2	3	2	1	1	2
32325	Current	2	3	1	1	1	1	1	1	3	1	4	1	1	5	5	6	3	2	3	2	3	3	1	2	3	4	1
